orginal,sample_09,sample_01,sample_095,sample_005
-6.25,3.9282887994074036,-4.061102914548674,5.027441243676207,-5.189707562816478
-5.982142857142858,3.8893323880464843,-4.060731638226276,5.064839274875541,-5.193570892853745
-6.553571428571429,3.8407664921532447,-4.055109549105939,4.947062008513389,-5.168826749129587
-4.5,3.835156309707551,-4.045634131526865,4.983607816410751,-5.166168843445952
-3.25,3.8875876014090305,-4.03821835088634,5.0432167907593,-5.179073339377238
-5.625,3.941948650875861,-3.9390786931257327,4.991969779287306,-5.113748128398933
-5.678571428571427,3.858791269680936,-3.9962282151348685,4.988336628267563,-5.068228109242392
-2.25,3.8386613072217424,-4.037215108074785,4.969600093824709,-5.226321110585477
-2.625,3.7613218546482368,-4.072012633661611,4.914335012948965,-5.216999155920213
-3.0178571428571423,3.867269077471574,-4.026956363468717,5.0041739112421775,-5.071276033233048
-4.5,3.8566163261490507,-4.093899538338913,5.008334820069744,-5.2214682299615625
2.553571428571427,3.841379430391485,-4.015888010365769,4.945934820707857,-5.181962439939776
2.625,3.925784148894122,-4.099893389954444,5.009374084490577,-5.153739003407848
0.75,3.9014010821886522,-4.031501634834806,5.0341030918774035,-5.198064335758323
-2.428571428571429,3.9441091256428256,-4.1039745460494865,5.064344922052011,-5.230231127171746
-1.5,3.8849276769089798,-4.019194999507746,5.020169883541148,-5.195700877087737
-2.375,3.8761787828816323,-4.0832724749624,5.104929076868169,-5.188882637716571
-1.428571428571427,3.855522365472044,-4.163432655258524,4.990586617329223,-5.272817198634176
1.0500000000000007,3.8176432874032082,-4.150830483523927,4.948953473790408,-5.337167728814245
-2.0,3.8855315947704288,-4.159179202183482,5.0528608718401085,-5.31565542600715
-1.875,3.89920269031898,-4.058450963148887,5.1225007350658665,-5.157037875601391
-3.375,3.9206459405771983,-4.1267454727679755,5.003443260864393,-5.227167697176137
-2.375,3.8760729941081817,-4.075259631274004,5.012670382959416,-5.270501566261503
-0.875,3.951873283565993,-4.040492451713665,5.0659012546696385,-5.221217552605321
0.125,3.8678633840461627,-4.067491880165622,4.966951785829379,-5.245606222315441
1.125,3.9501689186577558,-4.062425889840213,5.036064340838475,-5.157049402161549
1.25,3.904825988513459,-4.013327558646401,5.017118833095862,-5.143019793217434
-1.125,3.860830634448256,-4.0252825091150255,4.971175137029184,-5.192334046956496
-1.75,3.853501205308102,-4.012584774894484,5.03598709398199,-5.0678841025169685
1.3928571428571423,3.8748977308113703,-4.018403621572591,4.995130602333469,-5.079677358750972
3.178571428571427,3.963462322850389,-4.035336372186504,5.073238125290631,-5.157197410059075
1.375,3.9565834574106145,-4.000556916057902,5.229658472388773,-5.203765655019375
3.125,3.928224040520206,-4.087300535142591,5.06794498794105,-5.245675487330572
1.625,3.8899846488658705,-4.073489847710256,5.067292142425559,-5.169364308285416
-0.1428571428571423,3.8667055971287905,-4.077926938636719,5.113691040740402,-5.138420821936134
3.125,3.891647233998843,-4.0737338903785245,5.028130085359154,-5.137338091313257
2.7321428571428577,3.889461799432911,-4.062258580212347,5.078385983082167,-5.146322498384405
-2.625,3.9347426699889088,-4.006984322392539,5.085092426207227,-5.116467019463159
-1.5,3.9026930094651187,-4.0495736572709,5.022635188362431,-5.13380712170528
0.625,3.935838402657189,-4.077225787233328,5.06932009830386,-5.181982752868575
1.875,3.8574389858359392,-4.011149843661155,5.002247841478131,-5.068902634381968
2.375,3.9084537679029805,-4.05248128075947,5.045322602330763,-5.196624287709044
2.625,3.8452529271891747,-4.132437231057785,4.972054202086157,-5.264327108112036
2.125,3.89936416561111,-4.06673059160426,5.035565230791693,-5.281054780295306
0.678571428571427,3.865489725596124,-4.012843219228076,4.955874012536586,-5.170394513882533
1.25,3.943566011996808,-4.093368878063238,5.008042104145335,-5.158576274299479
1.178571428571427,3.8597234043375126,-4.0643279124274665,5.10279603566478,-5.128027647787196
0.875,3.889067778035624,-3.9999167422126325,4.987297577973524,-5.153883643064814
-1.75,3.8607885915988356,-4.08831185952424,4.917824990361611,-5.148441878339838
1.5,3.9250856690252687,-4.026503376118984,5.009540604790591,-5.090060684479984
4.732142857142858,3.964885493022294,-4.016166950165824,5.0782425813465,-5.113640242337898
4.696428571428573,3.9178629012317883,-3.9918038404416656,5.136738906398988,-5.165613154703992
5.75,3.902310070186054,-4.029307314468414,4.997237411134299,-5.24083423668154
3.625,3.8107030281965204,-4.0926170102522885,5.013122053685547,-5.239974987399201
3.125,3.8409637538379426,-4.040632660935985,4.870159558999653,-5.139785847495405
3.375,3.85706241114637,-4.019283755045918,4.913009549347337,-5.098349048405539
-1.625,3.8896529019600226,-4.051638935346561,4.987129878706996,-5.160298011243957
-0.25,3.897954577636545,-4.06212140378155,5.025984804154008,-5.212462658390738
-5.75,3.8887187235027736,-4.027461169177829,5.043730099882,-5.1875917324658385
-5.089285714285715,3.9181299064634567,-3.9959426096652337,5.0495828895948955,-5.126862304586034
-5.0,3.8971233153394715,-3.9804810239297708,4.990150664790895,-5.175913350489636
-6.482142857142858,3.9098759092459003,-4.065704913460238,5.073112228415154,-5.170432368175994
-2.875,3.984764738663177,-3.96182190124688,5.133696460762078,-5.120606856633997
3.25,4.024502075830838,-4.097068074291217,5.107921023044822,-5.257021034567147
5.214285714285715,3.8843966868032704,-4.007743192814715,5.087575339960216,-5.143541812335326
4.875,3.91336191377559,-3.9211893960554134,5.099683865489372,-5.113662583650144
1.416666666666668,3.853162960305898,-4.105477635701814,4.947221425492387,-5.202677456897302
0.875,3.868100726724806,-4.092850018602796,5.057501428996237,-5.247039919987104
-0.1607142857142847,3.861006820763513,-4.0888512371628085,4.974581017323919,-5.138746830312609
0.696428571428573,3.833559407934401,-4.0653634453408865,4.987686785327979,-5.128996470675915
-0.5500000000000007,3.960978524847886,-4.14314734881671,5.155395622613866,-5.236942841104474
-1.0,3.9025723550584677,-4.074703156880269,5.089991466081699,-5.186237442077627
-2.0,3.8793721662382543,-4.124910120622078,4.976592944181465,-5.23858322066271
-3.0892857142857157,3.930420726206918,-4.124041830187013,5.005348935471254,-5.201703306560539
-4.625,3.974308199819625,-4.08151545711897,5.1771652989110954,-5.2574746405005435
-4.0,3.933411772512486,-4.074817256331589,5.01512363432501,-5.220083947823219
-2.125,3.9833739770319654,-4.03998045687206,5.058149552502326,-5.247100553408291
0.25,3.9643377502759662,-4.078010850988579,5.124456168849501,-5.259373715281383
1.0,3.9089765017753635,-4.090971877785263,5.016696335275607,-5.165652374087779
1.625,3.98303250784645,-4.076414649894209,5.124935668566659,-5.178364941802112
2.375,3.8796415520189007,-4.103428860270854,5.086290918184763,-5.21312556463976
3.428571428571427,3.8817783265649743,-4.058830345447051,5.029652138970404,-5.228819840304724
-1.625,3.9330927467006864,-3.9497533312793522,5.009169741640599,-5.087038596940145
-3.25,3.8199091584257263,-4.084569810878271,5.065100450808474,-5.204321877512489
-2.625,3.8029642496000733,-4.086035608107203,5.072538234610175,-5.230562501372542
-2.7857142857142847,3.946817048583195,-4.094913748797086,5.116948425645597,-5.284064413111943
-0.5178571428571459,3.8661199218141076,-4.0967419331763235,4.977306585132225,-5.199337160557413
-1.4464285714285694,3.7777721645628506,-4.043724757537709,4.914828849232145,-5.15767395897072
2.0,3.769126027656962,-4.204014490538382,4.957030537544494,-5.404911641531083
3.142857142857139,3.8151289518231164,-4.1696399633559125,5.012237499100553,-5.199957086635562
1.375,3.831088046369047,-4.119137153008955,4.954559131346368,-5.237438387486275
-0.625,3.9067513618207976,-4.065999217002,5.094618911574034,-5.229485154616522
-1.0,3.8678541628355134,-4.087723902253274,5.01532556100234,-5.13688458661069
-0.5178571428571423,3.8606570020276267,-4.050554257579019,5.031017649061503,-5.141261373503398
-1.625,3.7968472265119337,-4.020144181149604,4.999448622510976,-5.141433634997062
1.428571428571427,3.869820916834184,-4.005776132678226,5.009995233939043,-5.207646553764368
0.375,3.9105924840539728,-4.075889955573256,5.010050872544462,-5.201216960890534
2.375,3.7944705918956854,-4.043037621835749,5.024754887499414,-5.134292294530064
-0.375,3.8038327436408608,-4.106001830194537,4.976481465740735,-5.138042290100338
-5.5,3.7860471623787735,-4.038547993706306,4.984348938036538,-5.196737166204847
-2.375,3.7496695490402714,-4.0836243638655265,4.955311967006145,-5.095704203048309
0.25,3.7882851507340347,-4.069537158516463,4.949156371871071,-5.166901213946248
-2.25,3.7101061608931882,-4.154916481648528,4.800021794343343,-5.140582477064934
-3.625,3.851611533911703,-3.996234218107839,4.884424353371256,-5.116623253342122
-7.875,3.8441692376939796,-4.038924679663709,4.946713553314039,-5.172623232981378
-8.375,3.820079042380231,-4.00476324411255,4.934262160813822,-5.128564938954613
-12.660714285714285,3.851346135998364,-4.13072945683609,4.94051236445676,-5.264022060144993
-9.732142857142858,3.8986610960347785,-4.068288006700962,4.996885745830891,-5.272973168702359
-4.375,3.8508771069542034,-4.152526232308191,4.925524942892406,-5.219183976599758
-3.0,3.8876911420950924,-4.110716167393754,5.0291146291313105,-5.297841072293284
-1.125,3.9466614026012388,-4.119115342222537,5.110306382569879,-5.243866606389803
-4.875,3.8662087747213043,-4.0562889621655,5.0658167556495615,-5.154099445638654
-4.5,3.88998173097529,-4.101216350277502,5.0288617927287795,-5.22660672432577
-3.5892857142857157,3.8112739972560576,-4.122881738910343,4.866245589925324,-5.114645957416799
-0.5,3.776136286451556,-4.032362561137161,4.876695525485778,-5.2339860488784105
1.625,3.786697842209313,-4.068187478408816,4.909133423574663,-5.178800491799105
1.25,3.810093235102016,-4.1155289461552345,4.966878965096708,-5.196297270381197
-0.375,3.898878272734402,-4.111027043822558,5.059302326635317,-5.207850953873127
-3.0,3.870828857950151,-4.09216412425494,5.002938670357925,-5.217410326414861
-6.25,3.829085486007883,-4.1260332252983725,4.9702172163634835,-5.170448904694082
-5.0,3.893407010216238,-4.120884533914458,4.919258743586378,-5.214341065717983
-4.875,3.8808535144712915,-4.05681844333081,4.943064663087032,-5.049736414913941
-2.625,3.7738617124295826,-4.063161112924917,4.830087084101555,-5.223594666912685
-4.375,3.7549663110829155,-4.066357014727219,4.915043982628387,-5.25342540720859
-2.375,3.8653295953161266,-4.09481723813334,4.944827560414571,-5.313068432753036
-2.875,3.8125627877001884,-4.087313140064859,4.974284890466739,-5.316648933974174
-1.25,3.816207007997737,-4.0957476889567355,4.911349128344234,-5.171971415963408
-0.75,3.831827366524825,-4.096799688591815,4.952616003582335,-5.170058447110266
-2.875,3.817410075007005,-4.0864363402313995,4.94423908183481,-5.130651650694086
-6.125,3.7999760006564807,-4.0280177337479515,4.7984362754167345,-5.142196309126934
-2.75,3.826595182581112,-4.093532278214273,4.911133989743562,-5.314349241515671
-5.125,3.857714091655282,-4.145258308032307,4.900206383432681,-5.288260537469402
-3.25,3.8414964079595766,-4.115127163620719,4.90960551125873,-5.314855343564534
-5.375,3.7977648749858686,-4.01282870500119,4.9485187289892645,-5.131400543447526
-2.4750000000000014,3.8603009409619187,-4.095394610320209,4.990055411811096,-5.1302679551580335
-5.160714285714285,3.902706691700292,-4.061099016034065,4.953019553328755,-5.079635553558026
-6.625,3.856344046125657,-4.051380764525016,5.021425891709137,-5.14353139219575
-5.625,3.9572886226568946,-3.9773932639751286,5.011397788884606,-5.1210574300058544
-5.75,3.8504025002236077,-4.009190219248757,5.001624463940274,-5.162113731494391
-5.75,3.86752470417208,-3.9669366024158808,4.997249342740438,-5.075719182744664
-7.125,3.8878773715663892,-4.057303046383923,4.955394718708388,-5.229480135812421
-6.0,3.8891022587047175,-4.06620606738273,5.0498860190854495,-5.240103944161196
-5.685714285714283,3.8846225079728676,-4.094934510704438,5.0670415187364775,-5.223673993668115
-10.0,3.914299768751951,-4.099612977133895,5.12435946254656,-5.24950077614449
-6.25,3.8858593208646637,-4.03762779132526,4.996010332868063,-5.214732057983744
-3.25,3.8632106050483754,-3.990753633327382,5.048467678662534,-5.157748842629335
-0.375,3.906856209070055,-4.036936567050626,4.938451624000861,-5.185386423806418
1.3392857142857153,3.821284448551009,-4.135734258066252,4.996682329460778,-5.1988976472831885
3.25,3.903744186229915,-4.0787113472445435,4.890117459109486,-5.162620508385428
1.875,3.832622733466908,-4.029807437833353,4.936428501770981,-5.1797012863112535
1.125,3.806135099110992,-4.060360987419427,4.934924943620639,-5.154494294312097
-2.25,3.8907176176311915,-4.0555225815560245,5.0246702766297915,-5.269274218252001
-5.708333333333332,3.8175559117244893,-4.096235841508193,4.97425231351208,-5.213837393524377
-7.25,3.9512911834058566,-4.1196587369221715,5.134848171322571,-5.197795339866444
-6.375,3.884659509734566,-4.0539031637353204,5.060299374576208,-5.188847642839541
-3.75,3.926980416365125,-4.022499301606994,5.09015423636145,-5.11361694676234
0.0,3.921597317221867,-4.058015780359235,5.073562206928508,-5.299569773374236
-1.8035714285714304,3.9007777652463815,-4.140886477388633,5.012253595875862,-5.3138544173772715
-4.75,3.923746695836693,-4.021010949472147,5.033756400978368,-5.226719071972467
-2.625,3.8739303572727564,-4.097041048328806,5.084644406596948,-5.251293407033519
-3.125,3.847887974900164,-4.143831555031752,5.058654965209891,-5.212380499539378
1.125,3.9311390173913168,-4.115576412607201,4.974480282433135,-5.233905651820647
-1.75,3.7603465096453967,-4.053672680041746,4.9060087128048595,-5.227226246248051
-2.5,3.8644133866357655,-4.078815368118147,4.997967804383501,-5.2280727162534335
-0.75,3.784185979452451,-4.134550484543626,4.902814300301008,-5.149693418912215
-1.3392857142857153,3.7739137221200525,-4.101255186559236,4.8340725303253995,-5.147673561585193
-3.8392857142857153,3.8423648561002346,-4.1170058163506535,4.927284241203714,-5.212126484641434
-2.0,3.8288666328036545,-4.154599436442592,4.896579882730556,-5.352765113116903
-0.875,3.860894330772225,-4.199397699951309,5.020511428144555,-5.3578510810491204
3.8392857142857153,3.8839430618773876,-4.13066565290585,5.019527355929577,-5.263673794677472
1.25,3.9233165899437323,-4.026446051339587,5.053559594812152,-5.175081651945963
-0.75,3.8939848492916025,-4.090546091522886,5.022070662988749,-5.285603857288463
-4.5,3.925229222384151,-4.1957801340769425,5.064619674484862,-5.304069353834839
-0.1071428571428576,3.8545761233083566,-4.128069683231742,4.963298115434917,-5.272615028761486
1.946428571428573,3.8518608136301298,-4.224530929563671,4.911526621707519,-5.335542244807086
2.875,3.838381588239542,-4.1362248103959685,4.929218735368362,-5.2467998674098855
0.0357142857142847,3.8242776918612638,-4.062631912087214,4.930179940948262,-5.248660244909594
-3.875,3.7540997471579973,-4.079973672318075,4.953700044884572,-5.18329378516714
-1.9285714285714304,3.8710080957060797,-4.159435867054302,4.9468917325678055,-5.306835312199579
-1.375,3.8491356300335093,-4.043910193857882,4.960346395322514,-5.09941246304742
-3.125,3.8091571995813056,-4.0319349628185766,4.9743073362996935,-5.189733019725434
-5.75,3.918872923788452,-4.031449927370394,5.015782325518117,-5.222562351052633
-4.5,3.8648217691485067,-4.125186886161342,4.945859438387438,-5.302129307022299
-4.375,3.8515085553579738,-4.165044822467156,4.977218317689007,-5.284294626644917
-5.375,3.774413177381662,-4.133109464180415,4.893171722077705,-5.166901621582361
-7.25,3.81512815490581,-4.018938570036192,4.949665145643526,-5.152887133224684
-4.375,3.9034644597332995,-4.097733244888518,5.005969966086986,-5.202979386029716
-3.125,3.909710982143819,-4.011079351330611,4.999923853747005,-5.162585238215173
2.625,3.8449859460032814,-4.1232975393238585,5.017429846475257,-5.267833049116008
-3.625,3.951663220410302,-4.074131299808116,5.09880291659662,-5.225095991562871
-4.375,3.9214387246688838,-3.994787217133448,5.042162193110987,-5.086723762134911
-1.625,3.8971268272335142,-4.081536942786179,5.051198160291986,-5.157518802227043
0.75,3.83245919434429,-4.061276162118195,5.019126006513272,-5.119461478008404
1.821428571428573,3.866829169710427,-4.088873173734981,4.97342518551072,-5.152745010788845
-0.625,3.878365445586451,-4.117892644512997,5.057180071866093,-5.288356462669767
-0.625,3.8602580468849528,-4.048380136138177,4.95464915285644,-5.1368004022829945
-0.875,3.877521025616533,-4.032231245821809,4.98467877065307,-5.143309450964795
-0.375,3.871241567729289,-4.053948460653723,4.9353089515842345,-5.177467376549693
0.375,3.799523133993605,-4.086285218504889,4.994645707655104,-5.213636628387614
-2.0,3.8782560859415467,-4.024938510073459,4.95139080617202,-5.130173462148908
-1.625,3.862251065432461,-4.1339240604242065,5.007742008670588,-5.18384846157857
-1.125,3.8273600338425147,-4.126741983237799,4.914219687992365,-5.233049689387593
2.875,3.8446758903629794,-4.088305631584517,4.956781123850035,-5.2255373531371045
3.125,3.844732723720365,-4.050098725357746,5.028128209984374,-5.1951976714523385
4.089285714285715,3.835584678928192,-4.036150502664454,4.952204688688507,-5.067420776636429
2.0,3.8916516314264755,-4.007929577066381,5.030145191392856,-5.205674588437111
0.625,3.956167108397536,-4.105313183754122,5.040692131933479,-5.166132765501928
0.5357142857142847,3.846479665568496,-4.078229229321233,4.943365139994376,-5.220002102990221
-1.125,3.8080960895313343,-4.075998524783302,4.8852214013903215,-5.15220415576339
0.0,3.8347430410749896,-4.049756316810332,4.9855368190229905,-5.258186826998904
1.0357142857142847,3.903010756850725,-4.056719659176522,5.050124319413974,-5.169676184573249
2.875,3.9172346150678456,-4.064794940431386,4.932993499015982,-5.260924858142424
3.9821428571428577,3.866791776679497,-4.133835577569299,5.0182377635532776,-5.137793200711351
2.0892857142857157,3.8336910221895053,-4.0614427083457,5.02435910173002,-5.188695125208857
-0.125,3.901242416675941,-4.105163675828565,4.998242200443515,-5.223432151247241
-0.875,3.8918379104476895,-4.073381787121932,5.016060472828095,-5.2334763167108145
0.75,3.8167139071381295,-4.052073803480492,4.962155438910791,-5.153618643632492
2.125,3.7663998404924524,-3.9719789696125156,4.872770691491636,-5.047317002861181
4.375,3.7956286301639657,-4.09526878464474,5.009328430354808,-5.135289542073859
3.5,3.8565675655383167,-4.067283974131604,4.947242520968012,-5.157828075736693
5.625,3.8915652255915294,-4.114036893809114,5.00563266976298,-5.197672547786811
2.803571428571427,3.8690247595786054,-4.099820538386249,5.0838877577367025,-5.227698009735163
2.0,3.9024678043716468,-4.053338400056763,5.078287798205491,-5.228501239594219
1.875,4.007131091228479,-3.992102252996376,5.230123821215112,-5.18709687712067
0.0178571428571423,4.003132454991523,-3.9669880594264857,5.239374668234884,-5.115177504273323
-2.125,3.9318657484775206,-4.0294808694557585,5.082725744486668,-5.118031336465462
-1.514285714285716,3.932457007057901,-4.085515982963766,5.008253503102059,-5.231021286275839
-5.25,3.892544959813336,-4.108461052019954,5.027376676564928,-5.2685666636415105
-6.75,3.857934808757211,-4.149339408881471,5.034015392933395,-5.26380571076338
-7.142857142857142,3.896450423404802,-4.0717761556234935,4.979567737983082,-5.233845721233672
-4.625,3.9461567998146916,-4.167996190841312,5.080383300252854,-5.301800502153622
-4.75,3.8684755660747245,-4.139765650634643,4.93769665156511,-5.256416420720495
-3.375,3.8670304496618604,-4.041128213427971,5.037060112818381,-5.219115173674994
-2.0,3.9325511951710674,-4.116257124169707,4.951765535520206,-5.152576324346718
-2.125,3.878642907027747,-4.148162108382436,4.982481123372854,-5.224778252058274
-1.428571428571427,3.8960001453108455,-4.120030629225807,4.99615488466262,-5.333699735971623
-0.75,3.808447677862504,-4.0845566092981835,4.966827938318533,-5.215089332269485
-1.2142857142857153,3.8922354074794985,-4.106193757767426,4.967371863824052,-5.121015093265173
-1.0,3.8465961288803445,-4.158836064334274,4.994078968443888,-5.2804923988390655
-2.0,3.89696151558813,-3.9817658522543447,5.12340782957779,-5.093081189511231
-1.875,3.950741122552529,-4.005143504529684,5.043122838319186,-5.117719950535389
-0.125,3.8869339284421693,-4.0230218501067725,5.079995659887482,-5.0718063182638575
5.071428571428573,3.9695941919818596,-4.0558319550254724,5.042377352480128,-5.2169125456663075
5.25,3.9453454729299935,-4.042643404165218,5.077662196759361,-5.2799265373620266
3.875,3.9946292326228408,-4.090069699906395,5.029643137493768,-5.323642221317741
3.375,3.896425603849721,-3.983691879823365,5.057857148595469,-5.151373745023904
2.375,3.8763981608332787,-3.978020679263926,5.018899016419372,-5.083824787967884
1.125,3.8253576448792295,-4.058653090634463,4.986758003342336,-5.0428973749667785
0.125,3.9512916107960305,-3.9911289701273827,5.1172614662728675,-5.142663840448434
-0.125,3.8557915486090595,-4.066253852874265,5.0113017541936875,-5.175289631330974
1.625,3.8271431411691714,-4.045960700006993,5.0540354199264605,-5.150855895184171
1.875,3.883921162944479,-4.033708195923209,5.118099483011603,-5.106210617776389
2.25,3.819241979509686,-4.0645234170058995,5.015931142022708,-5.241758034994647
-0.25,3.8521374237466883,-4.02543041787451,4.926684845062439,-5.132953596611821
-0.5,3.8801631152493243,-4.0702608597358,4.968808332459908,-5.2022605039973415
0.25,3.8709796781620764,-4.054556588230407,4.946047554290608,-5.117739002374397
0.25,3.8628067441958365,-4.08181948884336,5.028047815311915,-5.107107337357083
-0.625,3.9094207713188127,-4.12627357270972,5.010089595100072,-5.243653603705821
0.375,3.8964435555929047,-4.0621984376245015,5.000366802956357,-5.253535353501078
0.625,3.8833444915561963,-4.119985416568772,5.111924794081747,-5.195821609583997
1.5,3.8681027538505446,-4.082310649151541,4.980498873281888,-5.288049779875942
2.375,3.8349411209771818,-4.0938819182813635,4.921391159528009,-5.24079735925733
2.5,3.826085044872113,-4.080331134672735,4.883429189675441,-5.274677391881754
2.875,3.815973977847295,-4.0605300200559515,4.841340317327993,-5.264314764429689
2.321428571428573,3.7759337418876044,-4.090755254505717,4.908816902536333,-5.245832740245638
1.75,3.881188472726109,-4.063384036183174,4.9233874952698224,-5.191335681780677
3.1428571428571423,3.852339828952242,-4.0213270830048975,4.97190763107073,-5.107120644420054
1.0,3.892367193779211,-4.060431549650838,4.99712637794119,-5.145810230166094
0.875,3.9660080542515335,-3.9974557313688712,5.078448193423656,-5.131818158877056
1.625,3.879112202355496,-4.116585650337704,5.013107379266813,-5.1467938438755745
1.0,3.8635316391436656,-4.148273411804757,4.994266679859168,-5.192109222382421
0.375,3.902206129462303,-4.10387266724948,4.947881409551599,-5.299152075936885
1.75,3.847851805948904,-4.124898483269262,5.058114491270528,-5.241457797120505
0.2857142857142882,3.8825419131328887,-4.162418244470334,5.012970627119686,-5.230455504709014
-0.875,3.8876568979622124,-4.122718176264086,5.041180062457118,-5.230270543270527
-0.875,4.003123805571587,-4.130334466257989,5.150001827366243,-5.188396457070018
-1.0,3.9322884256578443,-4.187079294008633,5.1520714289675364,-5.251486508745615
-2.375,3.9375030513966474,-4.125573391623471,5.118733306710768,-5.276313252620579
-3.0,3.966676993869822,-4.123319937504482,5.140702845950476,-5.1950471340954385
-1.625,3.91244444359814,-4.104982626458181,5.099265554646403,-5.221954984679791
1.875,3.886161164451936,-4.027619823663984,4.991686506217917,-5.118005684073098
2.0,3.8886880653431763,-4.083993387188418,4.929604539106097,-5.120404749668589
0.0,3.8812816974889963,-4.086872502284263,4.986601019086035,-5.203112533216602
-1.8571428571428577,3.839595253248649,-4.066811800071628,4.995107554355585,-5.231412790923801
-2.946428571428573,3.8586400476869676,-4.030242279325305,5.006370884706235,-5.116549287781635
-1.5,3.9305384030726755,-4.053094163436511,4.966012640294686,-5.196000076495075
0.375,3.915257487503664,-4.056970278811954,5.019788723582146,-5.200988508751284
2.0,3.8580394316573616,-4.079317272568078,5.005386029316418,-5.23976213941783
2.75,3.8668406850449584,-4.065896600068248,5.037140811516562,-5.150534792811617
2.75,3.8414098252836792,-4.13596580881032,4.955925687501948,-5.227903010915805
2.0,3.861010708718517,-4.017437462270719,4.99120236648106,-5.2372777023119355
0.375,3.879796340832582,-4.106013345175159,5.018577565850573,-5.194523389696861
0.625,3.8826841752766614,-4.105551750026036,4.9916545453668935,-5.203194759917299
1.708333333333332,3.890300406239141,-4.079571895843757,5.095449874151019,-5.202819897828506
-0.125,3.9683826293132864,-4.061714700614309,5.117930574592865,-5.1843786004709695
0.2321428571428576,3.910232815895097,-4.189758286515686,5.079002549809517,-5.423134470592105
1.25,3.93542350664876,-4.1424798543182915,5.074702884087605,-5.332196865751132
0.3392857142857135,3.9245210096521594,-4.185428236866569,5.099506132797941,-5.298090620488766
1.428571428571427,3.9343636956983405,-4.098957115768983,5.024432536922331,-5.296454947384489
0.875,3.918837200108525,-4.09241942090907,5.097131147094324,-5.190953275066415
0.5,3.9256814890709495,-4.067230566959052,5.108381800419276,-5.195696207634608
0.2857142857142847,3.865485855924981,-4.064028028844189,5.031776177674261,-5.17988464599481
0.625,3.9538536257403805,-4.095709835781294,5.062477594531945,-5.206477119170919
1.446428571428573,3.933029823086604,-4.035691654616132,5.1569003648786484,-5.120338126636388
-1.0,3.9256691664731855,-4.037840446705463,5.112816994879974,-5.199672236669394
-0.625,3.9681960184642286,-4.075717952601943,5.0509726158780515,-5.1741924663248
1.625,3.9243671089992254,-4.016250152049166,5.056647337467537,-5.112543224666767
3.196428571428571,3.8865671494067238,-4.048839909919763,5.043883721706164,-5.2276979956565715
